Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Greenkappa,DARK,Warrior  / Effect,3,650.0,900.0,FLIP : Select 2 face-down Magic or Trap Cards on the field and destroy them.,,,
Griffore,EARTH,Beast,4,1200.0,1500.0,This monster's tough hide deflects almost any attack.,,,
Griggle,EARTH,Plant  / Effect,1,350.0,300.0,"When this card is face-up on the field and control shifts to your opponent, you gain 3000 Life Points. This effect can only be used once as long as this card remains face-up on the field.",,,
Ground Attacker Bugroth,EARTH,Machine,4,1500.0,1000.0,A surface battle robot that was once used for sea warfare.,,,
Ground Collapse,,Magic,,,,Select 2 Monster Card Zones on the field (you cannot select a zone occupied by a Monster Card). The selected zones cannot be used as long as this card remains face-up on the field.,Continuous,,
Gruesome Goo,WATER,Aqua,3,1300.0,700.0,A slime boss that is definitely tougher than it looks.,,,
Gryphon Wing,,Trap,,,,"When your opponent activates ""Harpie's Feather Duster"", all of your opponent's Magic and Trap Cards are destroyed in place of your own.",,,
Guardian of the Labyrinth,EARTH,Warrior,4,1000.0,1200.0,A monster that guards the entrance to the Netherworld.,,,
Guardian of the Sea,WATER,Aqua,4,1300.0,1000.0,A merman warrior that relentlessly attacks those who pollute the seas with their presence.,,,
Guardian of the Throne Room,LIGHT,Machine,4,1650.0,1600.0,"A robot guard built to protect throne rooms, it is armed with homing missiles.",,,
Gust,,Trap,,,,You can activate this card when 1 or more of your Magic Cards are destroyed and sent from the field to the Graveyard by a card effect your opponent controls. Destroy 1 Magic or Trap Card on the field.,,,
Gust Fan,,Magic,,,,A WIND monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,Equip,,
Gyakutenno Megami,LIGHT,Fairy,6,1800.0,2000.0,This fairy uses her mystical power to protect the weak and provide spiritual support.,,,
Hamburger Recipe,,Magic,,,,"This card is used to Ritual Summon ""Hungry Burger"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",Ritual,,
Hane-Hane,EARTH,Beast  / Effect,2,450.0,500.0,FLIP: Select 1 Monster Card on the field (regardless of position) and return it to its owner's hand.,,,
Haniwa,EARTH,Rock,2,500.0,500.0,An earthen figure that protects the tomb of an ancient ruler.,,,
Happy Lover,LIGHT,Fairy,2,800.0,500.0,A little fairy that fires beams of happiness from the heart-shaped jewel on its forehead.,,,
Hard Armor,EARTH,Warrior,3,300.0,1200.0,A living suit of armor that attacks enemies with a bone-jarring tackle.,,,
Harpie Lady,WIND,Winged Beast,4,1300.0,1400.0,This human-shaped animal with wings is beautiful to watch but deadly in battle.,,,
Harpie Lady Sisters,WIND,Winged Beast  / Effect,6,1950.0,2100.0,"This monster can only be Special Summoned with the Magic Card ""Elegant Egotist"".",,,
Harpie's Brother,WIND,Winged Beast,4,1800.0,600.0,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.",,,
Harpie's Feather Duster,,Magic,,,,Destroys all of your opponent's Magic and Trap Cards on the field.,,Limited,
Harpie's Pet Dragon,WIND,Dragon  / Effect,7,2000.0,2500.0,"Increases the ATK and DEF of this card by 300 points for each face-up ""Harpie Lady"" on the field.",,,
Hayabusa Knight,EARTH,Warrior  / Effect,3,1000.0,700.0,This monster can attack twice during the same Battle Phase.,,,
Headless Knight,EARTH,Fiend,4,1450.0,1700.0,A haunted spirit of a falsely accused knight who wanders in search of truth and justice.,,,
Heavy Storm,,Magic,,,,Destroys all Magic and Trap Cards on the field.,,Limited,
Hercules Beetle,EARTH,Insect,5,1500.0,2000.0,A massive beetle with a tough carapace and a dangerous horn.,,,
Hero of the East,EARTH,Warrior,3,1100.0,1000.0,A sword-swinging samurai from the Far East.,,,
Hibikime,EARTH,Warrior,4,1450.0,1000.0,Confuses enemy monsters with a noise that is harsh to the ears.,,,
High Tide Gyojin,WATER,Aqua,4,1650.0,1300.0,A very agile half-fish warrior known for its relentless attacks.,,,
Hinotama,,Magic,,,,Decreases your opponent's Life Points by 500 points.,,,
Hinotama Soul,FIRE,Pyro,2,600.0,500.0,An intensely hot flame creature that rams anything standing in its way.,,,
Hiro's Shadow Scout,DARK,Fiend  / Effect,2,650.0,500.0,FLIP: Your opponent draws 3 cards. Both players check the cards and any Magic Cards among them must be immediately discarded to the Graveyard.,,,
Hitodenchak,WATER,Aqua,2,600.0,700.0,A rabid starfish that spits a lethal acid that can melt almost anything.,,,
Hitotsu-Me Giant,EARTH,Beast-Warrior,4,1200.0,1000.0,"A one-eyed behemoth with thick, powerful arms made for delivering punishing blows.",,,
Holograh,EARTH,Machine,3,1100.0,700.0,This machine generates illusions that leave an enemy wide open to attacks.,,,
Horn Imp,DARK,Fiend,4,1300.0,1000.0,"A small fiend that dwells in the dark, its single horn makes it a formidable opponent.",,,
Horn of Heaven,,Trap,,,,Offer 1 of your own monsters on the field as a Tribute to negate the summon (including Special Summon) of a monster and destroy it.,Counter,,
Horn of Light,,Magic,,,,"A monster equipped with this card increases its DEF by 800 points. When this card is sent from the field to the Graveyard, you can pay 500 Life Points to place it on top of your Deck.",Equip,,
Horn of the Unicorn,,Magic,,,,"A monster equipped with this card increases its ATK and DEF by 700 points. When this card is sent from the field to the Graveyard, it returns to the top of your Deck.",Equip,,
Hoshiningen,LIGHT,Fairy  / Effect,2,500.0,700.0,"As long as this card remains face-up on the field, increase the ATK of all LIGHT monsters by 500 points and decrease the ATK of all DARK monsters by 400 points.",,,
Hourglass of Courage,LIGHT,Fairy  / Effect,4,1100.0,1200.0,"For 3 turns (including your opponent's) following the Summon of this card (including Flip Summon), the ATK and DEF of this monster is halved. After that, both ATK and DEF are doubled for the remainder of the Duel.",,,
Hourglass of Life,LIGHT,Fairy,2,700.0,600.0,This creature grants power instead of shortening life.,,,
House of Adhesive Tape,,Trap,,,,"If the DEF of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.",,,
Humanoid Slime,WATER,Aqua,4,800.0,2000.0,This slime apparently has some human genes in its genetic makeup.,,,
Humanoid Worm Drake,WATER,Aqua  / Fusion,7,2200.0,2000.0,Worm Drake + Humanoid Slime,,,
Hungry Burger,DARK,Warrior  / Ritual,6,2000.0,1850.0,"This monster can only be Ritual Summoned with the Ritual Magic Card, ""Hamburger Recipe"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",,,
Hunter Spider,EARTH,Insect,5,1600.0,1400.0,This monster feeds on whatever it catches in its web.,,,
Hurricail,WIND,Spellcaster,2,900.0,200.0,A tornado that ravages the wastelands with sharp winds that can cut to the bone.,,,
Hyo,WATER,Warrior,3,800.0,1200.0,None can survive the cold touch of this sub-zero warrior.,,,
Hyosube,WATER,Aqua,4,1500.0,900.0,"This amphibian is strong on the attack, but leaves much to be desired when defending.",,,
Hyozanryu,LIGHT,Dragon,7,2100.0,2800.0,A dragon created from a massive diamond that sparkles with blinding light.,,,
Hysteric Fairy,LIGHT,Fairy  / Effect,4,1800.0,500.0,Offer 2 monsters from your side of the field as a Tribute to recover 1000 Life Points.,,,
Ice Water,WATER,Aqua,3,1150.0,900.0,A very aggressive mermaid that attacks enemies with the spikes growing from its body.,,,
Ill Witch,LIGHT,Spellcaster,5,1600.0,1500.0,This monster blasts enemies with unexpected bursts of wind.,,,
Illusionist Faceless Mage,DARK,Spellcaster,5,1200.0,2200.0,Manipulates enemy attacks with the power of illusion.,,,
Imperial Order,,Trap,,,,"As long as this card remains face-up on the field, negate the effects of all Magic Cards. Pay 700 Life Points during each of your Standby Phases. If you cannot, this card is destroyed.",Continuous,Limited,
Infinite Cards,,Magic,,,,"As long as this card remains on the field, there is no limit to the number of both player's hands.",Continuous,,
Infinite Dismissal,,Trap,,,,All monsters of Level 3 or lower that are summoned to the field during this turn (excluding Special Summon) are destroyed at the End Phase of the turn.,Continuous,,
Insect Armor with Laser Cannon,,Magic,,,,An Insect-Type monster equipped with this card increases its ATK by 700 points.,Equip,,
Insect Barrier,,Magic,,,,Your opponent's Insect-Type monsters cannot attack as long as this card remains face-up on the field.,Continuous,,
Insect Imitation,,Magic,,,,Offer 1 monster on your side of the field as a Tribute. Select 1 Insect-Type monster from your Deck that is 1 Level higher than the Tribute monster and Special Summon it on the field in face-up Attack Position or face-down Defense Position. The Deck is then shuffled.,,,
Insect Monster Token,EARTH,Insect  / Token,1,100.0,100.0,,,Forbidden,This is not a card.
Insect Queen,EARTH,Insect  / Effect,7,2200.0,2400.0,"This card cannot attack unless you offer 1 of your monsters on the field as a Tribute. The ATK of this card increases by 200 points for each Insect-Type monster on the field. When this card destroys an enemy monster, you can place an ""Insect Monster Token"" (face-up Attack Position/Insect-Type/EARTH/1 Star/ATK 100/DEF 100) on the field at the end of your turn.",,,
Insect Soldiers of the Sky,WIND,Insect  / Effect,3,1000.0,800.0,The ATK of this card increases by 1000 points whenever it attacks a WIND monster.,,,
Inspection,,Magic,,,,"During your opponent's Standby Phase, you can randomly select 1 card in your opponent's hand and look at it at the cost of 500 Life Points.",Continuous,,
Invader from Another Dimension,DARK,Fiend,4,950.0,1400.0,An extraterrestrial monster that came from a distant galaxy.,,,
Invader of the Throne,EARTH,Warrior  / Effect,4,1350.0,1700.0,FLIP: Select 1 opponent's monster and switch control of it with this card. This effect cannot be activated during the Battle Phase.,,,
Invigoration,,Magic,,,,An EARTH monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,Equip,,
Invitation to a Dark Sleep,DARK,Spellcaster  / Effect,5,1500.0,1800.0,"When this monster is summoned (excluding Special Summon), select 1 of your opponent's monsters. As long as this card remains face-up on the field, the selected monster cannot attack.",,,
Island Turtle,WATER,Aqua,4,1100.0,2000.0,A huge turtle that is often mistaken for an island.,,,
Jam Breeding Machine,,Magic,,,,"At each of your Standby Phases, Special Summon 1 ""Slime Token"" (face-up Attack Position/Aqua-Type/WATER/1 Star/ATK 500/DEF 500) to your side of the field. As long as this card remains face-up on the field, you can not summon any other monster (including Flip Summon and Special Summon).",Continuous,,
Jam Defender,,Trap,,,,"When 1 of your opponent's monsters attacks your own and you have ""Revival Jam"" face-up on the field, you may designate ""Revival Jam"" as the new target of the attack.",Continuous,,
Jar of Greed,,Trap,,,,Draw 1 card from your Deck.,,,
Javelin Beetle,EARTH,Insect  / Ritual,8,2450.0,2550.0,"This monster is summoned with the Ritual Magic Card, ""Javelin Beetle Pact"". You must also offer monsters whose total Level stars equal 8 or more from the field or your hand as a Tribute.",,,
Javelin Beetle Pact,,Magic,,,,"This card is used to summon ""Javelin Beetle"". You must also offer monsters whose total Level stars equal 8 or more as a Tribute from the field or your hand.",Ritual,,
Jellyfish,WATER,Aqua,4,1200.0,1500.0,"An almost invisible, semi-transparent jellyfish that drifts in the sea.",,,
Jigen Bakudan,FIRE,Pyro  / Effect,2,200.0,1000.0,"FLIP: After this card is flipped, offer it as a Tribute during your Standby Phase to destroy all monsters on your side of the field and inflict Direct Damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent's Life Points.",,,
Jinzo,DARK,Machine  / Effect,6,2400.0,1500.0,"As long as this card remains face-up on the field, all Trap Cards cannot be activated. The effects of all face-up Trap Cards are also negated.",,Limited,
Jinzo #7,DARK,Machine  / Effect,2,500.0,400.0,This monster may attack your opponent's Life Points directly.,,,
Jirai Gumo,EARTH,Insect  / Effect,4,2200.0,100.0,"When you attack with this card, toss a coin and call it. If you call it right, attack normally. If you call it wrong, reduce your Life Points by half before attacking.",,,
Job-Change Mirror,DARK,Fiend,3,800.0,1300.0,A wicked mirror that blocks off the damaging effects of an attack.,,,
Jowgen the Spiritualist,LIGHT,Spellcaster  / Effect,3,200.0,1300.0,"If you randomly discard 1 card from your hand to the Graveyard, you can destroy all Special Summoned monsters on the field. No monsters can be Special Summoned as long as this card remains on the field.",,,
Judge Man,EARTH,Warrior,6,2200.0,1500.0,This club-wielding warrior battles to the end and will never surrender.,,,
Just Desserts,,Trap,,,,Inflict 500 points of Direct Damage to your opponent's Life Points for each monster your opponent has on the field.,,,
Kagemusha of the Blue Flame,EARTH,Warrior,2,800.0,400.0,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade.",,,
Kageningen,DARK,Warrior,2,800.0,600.0,"Uses both its physical and shadow forms to attack, making it a difficult monster to overcome.",,,
Kairyu-Shin,WATER,Sea Serpent,5,1800.0,1500.0,"A sea dragon known as the King of the Ocean, it attacks its enemies with huge tidal waves.",,,
Kaiser Dragon,LIGHT,Dragon  / Fusion,7,2300.0,2000.0,"Winged Dragon,Guardian of the Fortress #1 + Fairy Dragon",,,
Kamakiriman,EARTH,Insect,4,1150.0,1400.0,A man-shaped mantis with two razor-sharp scythes.,,,
Kaminari Attack,WIND,Thunder  / Fusion,5,1900.0,1400.0,Ocubeam + Mega Thunderball,,,
Kaminarikozou,WIND,Thunder,2,700.0,600.0,"This monster stores electricity within its body, unleashing it with lethal effect.",,,
Kamionwizard,DARK,Spellcaster  / Fusion,4,1300.0,1100.0,Mystical Elf + Curtain of the Dark Ones,,,
Kanan the Swordmistress,EARTH,Warrior,4,1400.0,1400.0,"A lady warrior armed with sword and shield, she floats like a butterfly and stings like a bee.",,,
Kanikabuto,WATER,Aqua,3,650.0,900.0,A monster crab with huge claws for clipping enemies to little pieces.,,,
Kappa Avenger,WATER,Aqua,3,1200.0,900.0,An amphibian that sold his soul for unlimited power to avenge his late friend.,,,
Karate Man,EARTH,Warrior  / Effect,3,1000.0,1000.0,"Once per turn, the original ATK of this card can be doubled. When this effect is applied, the card is immediately destroyed at the end of the turn.",,,
Karbonala Warrior,EARTH,Warrior  / Fusion,4,1500.0,1200.0,M-Warrior #1 + M-Warrior #2,,,
Kattapillar,EARTH,Insect,1,250.0,300.0,"Attacks enemies by spitting thin, sticky webs.",,,
Kazejin,WIND,Spellcaster  / Effect,7,2400.0,2200.0,Reduce the ATK of an opponent's monster attacking this card to 0. This effect can be used only once. The card's owner chooses when to activate this effect.,,,
Key Mace,LIGHT,Fairy,1,400.0,300.0,A small fairy whose cute appearance melts the heart of its enemies.,,,
Key Mace #2,DARK,Fiend,4,1050.0,1200.0,The power of this monster lies in its ability to suppress the good and bring out the bad in any monster.,,,
Killer Needle,WIND,Insect,4,1200.0,1000.0,A huge bee with exceptional strength that's particularly dangerous in a swarm.,,,
King Fog,DARK,Fiend,3,1000.0,900.0,A fiend that dwells in a blinding curtain of smoke.,,,
King of Yamimakai,DARK,Fiend,5,2000.0,1530.0,Wields the power of darkness to destroy its enemies.,,,
Kiseitai,DARK,Fiend  / Effect,2,300.0,800.0,"When your opponent's monster attacks this card in face-down Defense Position, the attacking monster is equipped with this card (damage calculations are canceled). Treat this card as an Equip Magic Card. During each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card.",,,
Kojikocy,EARTH,Warrior,4,1500.0,1200.0,A man-hunter with powerful arms that can crush boulders.,,,
Korogashi,EARTH,Insect,2,550.0,400.0,This monster rolls a massive hunk of manure to crush its opponent.,,,
Kotodama,EARTH,Fairy  / Effect,3,0.0,1600.0,"As long as this card remains face-up on the field, monsters of the same name cannot exist on the field at the same time (face-down cards not included). If the same card as this is summoned in a later turn, that card is destroyed (If 2 of these cards are played at the same time, both cards are destroyed).",,,
Koumori Dragon,DARK,Dragon,4,1500.0,1200.0,"A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims.",,,
Krokodilus,WATER,Reptile,4,1100.0,1200.0,A vicious crocodile with great intelligence.,,,
Kumootoko,EARTH,Insect,3,700.0,1400.0,"A massive, intelligent spider that traps enemies with webbing.",,,
Kunai with Chain,,Trap,,,,"You can shift an opponent's monster in Attack Position to Defense Position. In addition, you can increase the ATK of 1 of your own monsters by 500 points.",Equip,,
Kurama,WIND,Winged Beast,3,800.0,800.0,A vicious bird that attacks from the skies with its whip-like tail.,,,
Kuriboh,DARK,Fiend  / Effect,1,300.0,200.0,Discard this card from your hand to the Graveyard to make the damage inflicted to your Life Points by 1 opponent's monster 0. This effect must be activated during your opponent's Battle Phase.,,,
Kuriboh Token,DARK,Fiend  / Token,1,300.0,200.0,,,Forbidden,This is not a card.
Kuwagata A,EARTH,Insect,4,1250.0,1000.0,A very vicious stag beetle that goes for the head.,,,
Kwagar Hercules,EARTH,Insect  / Fusion,6,1900.0,1700.0,Kuwagata A + Hercules Beetle,,,
Kycoo the Ghost Destroyer,DARK,Spellcaster  / Effect,4,1800.0,700.0,"Each time this card inflicts damage to your opponent's Life Points, you can remove 2 cards in your opponent's Graveyard from play. In addition, your opponent cannot remove any cards in a Graveyard from play as long as this card remains on the field.",,,
La Jinn the Mystical Genie of the Lamp,DARK,Fiend,4,1800.0,1000.0,A genie of the lamp that's at the beck and call of its master.,,,
LaLa Li-oon,WIND,Thunder,2,600.0,600.0,"An electric cloud creature, its acid rain makes it very dangerous.",,,
LaMoon,LIGHT,Spellcaster,5,1200.0,1700.0,A sorcerer that draws its powers from the lunar landscape.,,,
Labyrinth Tank,DARK,Machine  / Fusion,7,2400.0,2400.0,Giga-tech Wolf + Cannon Soldier,,,
Labyrinth Wall,EARTH,Rock,5,0.0,3000.0,These walls form a labyrinth with no exit for enemies.,,,
Lady Assailant of Flames,FIRE,Pyro  / Effect,4,1500.0,1000.0,FLIP: Remove 3 cards from your Deck from play. Decrease your opponent's Life Points by 800 points.,,,
Lady Panther,EARTH,Beast-Warrior  / Effect,4,1400.0,1300.0,"If this card is face-up, offer it as a Tribute to return 1 of your monsters destroyed in battle this turn to the top of your Deck.",,,
Lady of Faith,LIGHT,Spellcaster,3,1100.0,800.0,Soothes the souls of others by chanting a mysterious spell.,,,
Larvae Moth,EARTH,Insect  / Effect,2,500.0,400.0,"This monster can only be Special Summoned by offering ""Petit Moth"" as a Tribute on the 2nd of your turns after ""Petit Moth"" has been equipped with ""Cocoon of Evolution"".",,,
Larvas,EARTH,Beast,3,800.0,1000.0,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.",,,
Laser Cannon Armor,,Magic,,,,An Insect-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Last Day of Witch,,Magic,,,,Destroys all face-up Spellcaster-Type monsters on the field.,,,
Laughing Flower,EARTH,Plant,2,900.0,500.0,A flower whose laugh can confuse the minds of enemies.,,,
Launcher Spider,FIRE,Machine,7,2200.0,2500.0,A mechanical spider with rocket launchers capable of random fire.,,,
Launcher Spider,FIRE,Machine,7,2200.0,2500.0,A mechanical spider with rocket launchers capable of random fire.,,,
Lava Battleguard,EARTH,Warrior  / Effect,5,1550.0,1800.0,"Increase the ATK of this card by 500 points for each face-up ""Swamp Battleguard"" on your side of the field.",,,
Left Arm of the Forbidden One,DARK,Spellcaster,1,200.0,300.0,A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.,,Limited,
Left Leg of the Forbidden One,DARK,Spellcaster,1,200.0,300.0,A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.,,Limited,
Legendary Sword,,Magic,,,,A Warrior-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Leghul,EARTH,Insect  / Effect,1,300.0,350.0,This monster may attack your opponent's Life Points directly.,,,
Leo Wizard,EARTH,Spellcaster,5,1350.0,1200.0,A wizard with a black mantle who is actually a talking lion in disguise.,,,
Leogun,EARTH,Beast,5,1750.0,1550.0,Huge monster with a lion's mane similar to the King of Beasts.,,,
Lesser Dragon,WIND,Dragon,4,1200.0,1000.0,A minor dragon incapable of breathing fire.,,,
Light of Intervention,,Trap,,,,Monster Cards cannot be played face-down. Monsters Set in Defense Position are played face-up on the field and are considered summoned.,Continuous,,
Lightforce Sword,,Trap,,,,"Select 1 card at random from your opponent's hand. Keep it face-down and place it outside of the field. During your opponent's 4th turn, the card is returned to his/her hand in the Standby Phase.",,,
Lightning Blade,,Magic,,,,This card can only be used to equip Warrior-Type monsters. Increases the ATK of the equipped monster by 800 points and decreases the ATK of all WATER monsters by 500 points.,Equip,,
Lightning Conger,WATER,Thunder,3,350.0,750.0,This massive eel generates huge charges of electricity and unleashes them as thunderbolts.,,,
Limiter Removal,,Magic,,,,"Doubles the ATK of all Machine-Type monsters on your side of the field. At the end of this turn, all the Machine-Type monsters on your side of the field are destroyed.",Quick-Play,Limited,
Liquid Beast,WATER,Aqua,3,950.0,800.0,A liquid life form that thrives on water.,,,
Lisark,EARTH,Beast,4,1300.0,1300.0,A creature with sapphire eyes that mesmerizes and confuses enemies.,,,
Little Chimera,FIRE,Beast  / Effect,2,600.0,550.0,"As long as this card remains face-up on the field, increase the ATK of all FIRE monsters by 500 points and decrease the ATK of all WATER monsters by 400 points.",,,
Little D,EARTH,Dinosaur,3,1100.0,700.0,A tyrannosaurus offspring with a vicious disposition.,,,
Living Vase,EARTH,Plant,3,900.0,1100.0,A living vase that bites enemies and blinds them with a blast of pollen from its flower.,,,
Lord of Zemia,DARK,Fiend,4,1300.0,1000.0,A wicked entity that manipulates enemies towards a path of destruction.,,,
Lord of the Lamp,DARK,Fiend,4,1400.0,1200.0,A giant that appears from a mystic lamp and follows the orders of the lamp's owner.,,,
Lucky Trinket,LIGHT,Spellcaster,2,600.0,800.0,"This creature may look slim and weak, but it's protected by a mystical force.",,,
Luminous Spark,,Magic,,,,Increases the ATK of all LIGHT monsters by 500 points and decreases their DEF by 400 points.,Field,,
Lunar Queen Elzaim,LIGHT,Fairy,3,750.0,1100.0,"A lovely creature guarded by the moon, her lunar curtain can block just about any attack.",,,
M-Warrior #1,EARTH,Warrior,3,1000.0,500.0,"Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape.",,,
M-Warrior #2,EARTH,Warrior,3,500.0,1000.0,"Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor.",,,
Mabarrel,DARK,Fiend,5,1700.0,1400.0,This cannon-like creature fires eyeballs so fast they can't be seen.,,,
Machine Attacker,EARTH,Machine,5,1600.0,1300.0,"This machine, created to lead charges into enemy territory, mows down enemies by rushing.",,,
Machine Conversion Factory,,Magic,,,,A Machine-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Machine King,EARTH,Machine  / Effect,6,2200.0,2000.0,Increase the ATK of this card by 100 points for each face-up Machine-Type monster on the field.,,,
Mad Sword Beast,EARTH,Dinosaur  / Effect,4,1400.0,1200.0,"When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",,,
Madjinn Gunn,DARK,Fiend,2,600.0,800.0,A living weapon that spits projectiles.,,,
Mage Power,,Magic,,,,"For every Magic and Trap Card on your side of the field, increase the ATK and DEF of a monster equipped with this card by 500 points.",Equip,Limited,
Magic Cylinder,,Trap,,,,Negate the attack of 1 of your opponent's monsters and decrease your opponent's Life Points by an amount equal to the attacking monster's ATK.,,Limited,
Magic Jammer,,Trap,,,,Discard 1 card from your hand to the Graveyard to negate the activation of a Magic Card and destroy it.,Counter,,
Magic Thorn,,Trap,,,,"You can inflict 500 points of damage per card to your opponent's Life Points when your opponent's cards are discarded to the Graveyard by the effects of Magic, Trap or Effect Monster Cards.",Continuous,,
Magic-Arm Shield,,Trap,,,,You can activate this card when your opponent announces an attack. Select 1 of your opponent's face-up Defense Position Monster Cards on the field and designate it as the target of the attack.,,,
Magical Ghost,DARK,Zombie,4,1300.0,1400.0,This creature casts a spell of terror and confusion just before attacking its enemies.,,,
Magical Hats,,Trap,,,,"You can activate this card during your opponent's Battle Phase. Take 2 non-Monster Cards from your Deck and select 1 of your Monster Cards on the field, then shuffle your Deck. Shuffle the 3 selected cards and Set them on the field in face-down Defense Position. These 3 cards are treated as monsters (ATK 0/DEF 0) and are destroyed at the end of the Battle Phase.",,,
Magical Labyrinth,,Magic,,,,"Equip ""Labyrinth Wall"" with this card. If you offer ""Labyrinth Wall"" equipped with this card as a Tribute, you can Special Summon ""Wall Shadow"" from your Deck.",Equip,,
Magician of Black Chaos,DARK,Spellcaster  / Ritual,8,2800.0,2600.0,"This monster is summoned with the Ritual Magic Card, ""Dark Magic Ritual"". You must also offer monsters whose total Level stars equal 8 or more from the field or your hand as a Tribute.",,,
Magician of Faith,LIGHT,Spellcaster  / Effect,1,300.0,400.0,FLIP: Select 1 Magic Card from your Graveyard and return it to your hand.,,,
Maha Vailo,LIGHT,Spellcaster  / Effect,4,1550.0,1400.0,"In addition to the effects of Equip Cards, the ATK of this monster is increased by 500 points for each card equipped to this monster.",,,
Maiden of the Moonlight,LIGHT,Spellcaster,4,1500.0,1300.0,A sorcerer blessed by lunar light with powers far beyond mortal comprehension.,,,
Major Riot,,Trap,,,,You can activate this card when 1 or more of your monsters are returned from the field to your hand. Return all Monster Cards on the field to your respective hands. Both you and your opponent can then Special Summon from your hand the same number of Monster Cards on the field in face-down Defense Position.,,,
Makiu,,Magic,,,,"Select either ""Left Arm of the Forbidden One"" or any Thunder-Type monster. All opponent's monsters with DEF lower than the ATK of the selected card are destroyed. You must skip your Battle Phase during the turn this card is activated.",,,
Malevolent Nuzzler,,Magic,,,,"A monster equipped with this card increases its ATK by 700 points. When this card is sent from the field to the Graveyard, you can pay 500 Life Points to place it on top of your Deck.",Equip,,
Mammoth Graveyard,EARTH,Dinosaur,3,1200.0,800.0,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,,,
Man Eater,EARTH,Plant,2,800.0,600.0,Man-eating plant with poison feelers for attacking enemies.,,,
Man-Eater Bug,EARTH,Insect  / Effect,2,450.0,600.0,FLIP: Destroys 1 monster on the field (regardless of position).,,,
Man-Eating Plant,EARTH,Plant,2,800.0,600.0,A meat-eating plant that is attractive to the eye but dangerous when approached.,,,
Man-Eating Treasure Chest,DARK,Fiend,4,1600.0,1000.0,A monster disguised as a treasure chest that is known to attack the unwary adventurer.,,,
Man-eating Black Shark,WATER,Fish  / Fusion,5,2100.0,1300.0,Sea Kamen + Gruesome Goo + Amazon of the Seas,,,
Manga Ryu-Ran,FIRE,Dragon  / Effect,7,2200.0,2600.0,"This card cannot be summoned unless ""Toon World"" is on the field. This card cannot attack in the same turn that it is summoned. Pay 500 Life Points each time this monster attacks. When ""Toon World"" is destroyed, this card is also destroyed. If your opponent doesn't control a Toon monster on the field, this card may inflict Direct Damage to your opponent's Life Points. If a Toon monster is on your opponent's side of the field, your attacks must target the Toon monster.",,,
Marie the Fallen One,DARK,Fiend  / Effect,5,1700.0,1200.0,"As long as this card exists in your Graveyard, you recover 200 Life Points at each of your Standby Phases.",,,
Marine Beast,WATER,Fish  / Fusion,5,1700.0,1600.0,Water Magician + Behegon,,,
Maryokutai,WATER,Aqua  / Effect,3,900.0,900.0,"The effect of this card can only be applied during your opponent's turn. When this card is face-up and your opponent activates a Magic Card, you can offer this card as a Tribute to negate the activation of the Magic Card and destroy it.",,,
Masaki the Legendary Swordsman,EARTH,Warrior,4,1100.0,1100.0,Legendary swordmaster Masaki is a veteran of over 100 battles.,,,
Mask of Brutality,,Magic,,,,"A monster equipped with this card increases its ATK by 1000 points and decreases its DEF by 1000 points. You must pay 1000 Life Points at each of your Standby Phases to keep this card in play. If you cannot do so, this card is destroyed.",Equip,,
Mask of Darkness,DARK,Fiend  / Effect,2,900.0,400.0,FLIP: Select 1 Trap Card from your Graveyard and return it to your hand.,,,
Mask of Dispel,,Magic,,,,Select 1 face-up Magic Card. The player controlling the card must decrease his/her Life Points by 500 points at each of his/her Standby Phases. This card is destroyed when the selected card is destroyed or removed from the field.,Continuous,,
Mask of Restrict,,Trap,,,,"No matter what the situation, Tributes cannot be made.",Continuous,,
Mask of Weakness,,Trap,,,,Decrease the ATK of 1 attacking monster by 700 points until the end of the turn.,,,
Mask of the Accursed,,Magic,,,,"The monster equipped with this card cannot attack. In addition, the player controlling the monster loses 500 Life Points at each of his/her Standby Phases.",Equip,,
Masked Clown,DARK,Warrior,2,500.0,700.0,This warrior's fatal dance is performed with a lethal sickle.,,,
